OBJECTID,Boro,Type,Provider,Name,Location,Lat,Lon,X,Y,Location_T,Remarks,City,SSID,SourceID,"Location (Lat, Long)"
799,QU,Free,QPL,North Forest Park,98-27 METROPOLITAN AVENUE,40.71118563,-73.85367278,1024816.907,198414.4818,Library,,Forest Hills,QBPL_WIRELESS,,"(40.71118563, -73.85367278)"
800,MN,Free,NYPL,Jefferson Market,425 AVENUE OF AMERICAS,40.73460553,-73.99916928,984480.222,206913.1909,Library,,New York,NYPL,,"(40.73460553, -73.99916928)"
801,BK,Free,BPL,East Flatbush - Brooklyn Public Library,9612 CHURCH AVENUE,40.6557102,-73.91493839,1007851.62,178180.7516,Library,,Brooklyn,BPLUNWIRED,,"(40.6557102, -73.91493839)"
802,QU,Free,QPL,Ozone Park,92-24 ROCKAWAY BOULEVARD,40.68086185,-73.84648873,1026827.93,187370.0577,Library,,Ozone Park,QBPL_WIRELESS,,"(40.68086185, -73.84648873)"
803,BK,Free,BPL,Stone Avenue - Brooklyn Public Library,581 MOTHER GASTON BOULEVARD,40.66445379,-73.90522231,1010544.043,181369.052,Library,,Brooklyn,BPLUNWIRED,,"(40.66445379, -73.90522231)"
804,BK,Free,BPL,Cortelyou - Brooklyn Public Library,1305 CORTELYOU ROAD,40.64080355,-73.96596508,993695.6107,172740.2238,Library,,Brooklyn,BPLUNWIRED,,"(40.64080355, -73.96596508)"
805,QU,Free,QPL,Richmond Hill,118-14 HILLSIDE AVENUE,40.70076527,-73.83162542,1030936.479,194629.0179,Library,,Richmond Hill,QBPL_WIRELESS,,"(40.70076527, -73.83162542)"
806,MN,Free,NYPL,Epiphany,228 EAST 23 STREET,40.73808712,-73.98204889,989224.6551,208182.1542,Library,,New York,NYPL,,"(40.73808712, -73.98204889)"
807,MN,Free,NYPL,Seward Park,192 EAST BROADWAY,40.71445646,-73.98853727,987427.7059,199572.47,Library,,New York,NYPL,,"(40.71445646, -73.98853727)"
808,BK,Free,BPL,Macon - Brooklyn Public Library,361 LEWIS AVENUE,40.6830049,-73.93480547,1002331.8,188120.2547,Library,,Brooklyn,BPLUNWIRED,,"(40.6830049, -73.93480547)"
809,MN,Free,NYPL,Schomburg Center For Research In Black Culture,515 MALCOLM X BOULEVARD,40.81468863,-73.94095299,1000594.437,236095.6607,Library,,New York,NYPL,,"(40.81468863, -73.94095299)"
810,BX,Free,NYPL,Grand Concourse,155 EAST 173 STREET,40.84400191,-73.91008714,1009127.255,246782.8251,Library,,Bronx,NYPL,,"(40.84400191, -73.91008714)"
811,BK,Free,BPL,Paerdegat - Brooklyn Public Library,850 EAST 59 STREET,40.63263699,-73.91998488,1006459.073,169773.236,Library,,Brooklyn,BPLUNWIRED,,"(40.63263699, -73.91998488)"
812,BX,Free,NYPL,Eastchester,1385 EAST GUNHILL ROAD,40.8701397,-73.84506428,1027101.044,256330.9559,Library,,Bronx,NYPL,,"(40.8701397, -73.84506428)"
813,SI,Free,NYPL,New Dorp,309 NEW DORP LANE,40.57193185,-74.11195815,953146.5261,147666.5239,Library,,Staten Island,NYPL,,"(40.57193185, -74.11195815)"
814,BX,Free,NYPL,Wakefield,4100 LOWERRE PLACE,40.89108507,-73.85958124,1023073.813,263955.4105,Library,,Bronx,NYPL,,"(40.89108507, -73.85958124)"
815,BK,Free,BPL,Mill Basin - Brooklyn Public Library,2385 RALPH AVENUE,40.61986842,-73.91702121,1007286.08,165122.073,Library,,Brooklyn,BPLUNWIRED,,"(40.61986842, -73.91702121)"
816,SI,Free,NYPL,West New Brighton,976 CASTLETON AVENUE,40.63450894,-74.11482187,952380.8291,170465.981,Library,,Staten Island,NYPL,,"(40.63450894, -74.11482187)"
817,MN,Free,NYPL,Kips Bay,446 THIRD AVENUE,40.74382263,-73.97990765,989817.56,210271.9112,Library,,New York,NYPL,,"(40.74382263, -73.97990765)"
818,MN,Free,NYPL,Andrew Heiskell Braille & Talking Book Library,40 WEST 20 STREET,40.74046546,-73.99335691,986090.8831,209048.2171,Library,,New York,NYPL,,"(40.74046546, -73.99335691)"
819,BX,Free,NYPL,Jerome Park,118 EAMES PLACE,40.86903939,-73.90119379,1011577.594,255907.586,Library,,Bronx,NYPL,,"(40.86903939, -73.90119379)"
820,QU,Free,QPL,Broadway,40-20 BROADWAY,40.75852927,-73.91862332,1006794.38,215639.847,Library,,Long Island City,QBPL_WIRELESS,,"(40.75852927, -73.91862332)"
821,QU,Free,QPL,Elmhurst,86-01 BROADWAY,40.73858146,-73.87675877,1018402.644,208385.7719,Library,,Elmhurst,QBPL_WIRELESS,,"(40.73858146, -73.87675877)"
822,QU,Free,QPL,Central Adult Learning Center,91-14 MERRICK BOULEVARD,40.70596209,-73.79440753,1041251.7,196544.3999,Library,,Jamaica,QBPL_WIRELESS,,"(40.70596209, -73.79440753)"
823,SI,Free,NYPL,Great Kills,56 GIFFORDS LANE,40.55242326,-74.15111164,942256.9088,140575.4151,Library,,Staten Island,NYPL,,"(40.55242326, -74.15111164)"
824,MN,Free,NYPL,New Amsterdam,9 MURRAY STREET,40.71360652,-74.00786167,982070.5539,199262.6993,Library,,New York,NYPL,,"(40.71360652, -74.00786167)"
825,MN,Free,NYPL,Hamilton Fish Park,415 EAST HOUSTON STREET,40.71939728,-73.9796056,989903.3319,201373.0133,Library,,New York,NYPL,,"(40.71939728, -73.9796056)"
826,BX,Free,NYPL,Hunt's Point,877 SOUTHERN BOULEVARD,40.8186874,-73.89413564,1013551.89,237564.7559,Library,,Bronx,NYPL,,"(40.8186874, -73.89413564)"
827,BX,Free,NYPL,Allerton,2740 BARNES AVENUE,40.86680443,-73.86322248,1022080.875,255107.4242,Library,,Bronx,NYPL,,"(40.86680443, -73.86322248)"
828,MN,Free,NYPL,Chatham Square,33 EAST BROADWAY,40.71333307,-73.99648987,985223.0981,199162.9967,Library,,New York,NYPL,,"(40.71333307, -73.99648987)"
829,QU,Free,QPL,Bayside,214-20 NORTHERN BOULEVARD,40.76012558,-73.76836198,1048420.781,216295.8099,Library,,Bayside,QBPL_WIRELESS,,"(40.76012558, -73.76836198)"
830,QU,Free,QPL,Seaside,116-15 ROCKAWAY BEACH BOULEVARD,40.57939087,-73.8377356,1029324.177,150405.902,Library,,Rockaway Park,QBPL_WIRELESS,,"(40.57939087, -73.8377356)"
831,BK,Free,BPL,Coney Island - Brooklyn Public Library,1901 MERMAID AVENUE,40.57663778,-73.98606199,988121.8935,149361.4412,Library,,Brooklyn,BPLUNWIRED,,"(40.57663778, -73.98606199)"
832,MN,Free,NYPL,Macomb's Bridge,2650 ADAM CLAYTON POWELL JR BOULEVARD,40.82656708,-73.93593959,1001979,240424.3847,Library,,New York,NYPL,,"(40.82656708, -73.93593959)"
833,QU,Free,QPL,Long Island City,37-44 21 STREET,40.75780343,-73.9393093,1001063.775,215370.753,Library,,Long Island City,QBPL_WIRELESS,,"(40.75780343, -73.9393093)"
834,BX,Free,NYPL,Bronx Library Center,310 East Kingsbridge Road,40.86298061,-73.89450289,1013430.807,253702.2928,Library,,Bronx,NYPL,,"(40.86298061, -73.89450289)"
835,BX,Free,NYPL,Morris Park,985 MORRIS PARK AVENUE,40.84802911,-73.85695785,1023824.759,248269.6298,Library,,Bronx,NYPL,,"(40.84802911, -73.85695785)"
836,MN,Free,NYPL,Mulberry Street,10 Jersey Street,40.72409636,-73.99569899,985442.1557,203084.4029,Library,,New York,NYPL,,"(40.72409636, -73.99569899)"
837,MN,Free,NYPL,Grand Central,135 EAST 46 STREET,40.75406788,-73.97356772,991573.2212,214005.0501,Library,,New York,NYPL,,"(40.75406788, -73.97356772)"
905,MN,Free,Manhattan Down Alliance,13,"1-17 Gouverneur Lane, New York, NY 10005, USA",40.7041016,-74.0076981,982115.5958,195799.7679,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7041016, -74.0076981)"
906,MN,Free,Manhattan Down Alliance,14,"42 South Street, New York, NY 10005, USA",40.7036018,-74.0074997,982170.5894,195617.6712,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7036018, -74.0074997)"
907,MN,Free,Manhattan Down Alliance,15,"29-43 Old Slip, New York, NY 10004, USA",40.7033997,-74.0084,981920.9597,195544.0627,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7033997, -74.0084)"
908,MN,Free,Manhattan Down Alliance,16,"13 Hanover Square, New York, NY 10004, USA",40.7041016,-74.009201,981698.8962,195799.8083,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7041016, -74.009201)"
909,MN,Free,Manhattan Down Alliance,17,"55 Water Street, New York, NY 10041, USA",40.7033005,-74.0093002,981671.3605,195507.9463,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7033005, -74.0093002)"
910,MN,Free,Manhattan Down Alliance,18,"55 Water Street, New York, NY 10041, USA",40.7028999,-74.0095978,981588.8298,195362.0047,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7028999, -74.0095978)"
911,MN,Free,Manhattan Down Alliance,19,"55 Water Street, New York, NY 10041, USA",40.7028008,-74.0094986,981616.331,195325.8968,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7028008, -74.0094986)"
912,MN,Free,Manhattan Down Alliance,20,"23-39 Water Street, New York, NY 10004, USA",40.7030983,-74.0106964,981284.2313,195434.3231,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7030983, -74.0106964)"
913,MN,Free,Manhattan Down Alliance,21,"77 Whitehall Street, New York, NY 10004, USA",40.702301,-74.0126038,980755.3285,195143.9132,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.702301, -74.0126038)"
914,MN,Free,Manhattan Down Alliance,22,"83-85 Whitehall Street, New York, NY 10004, USA",40.7019005,-74.0124969,980784.9479,194997.9949,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7019005, -74.0124969)"
915,MN,Free,Manhattan Down Alliance,23,"Downtown Manhattan Heliport, 6 East River Piers, New York, USA",40.7015991,-74.0093002,981671.2948,194888.0755,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7015991, -74.0093002)"
916,MN,Free,Manhattan Down Alliance,24,"11-27 Canyon of Heroes, New York, NY 10004, USA",40.705101,-74.0139999,980368.3932,196164.0956,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.705101, -74.0139999)"
917,MN,Free,Manhattan Down Alliance,25,"10-30 Broadway, New York, NY 10004, USA",40.705101,-74.0139008,980395.8696,196164.0913,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.705101, -74.0139008)"
918,MN,Free,Manhattan Down Alliance,26,"2-8 Coenties Alley, New York, NY 10004, USA",40.7041016,-74.0105972,981311.7805,195799.8519,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7041016, -74.0105972)"
919,MN,Free,Manhattan Down Alliance,27,"79 Pearl Street, New York, NY 10004, USA",40.7038994,-74.0103989,981366.7531,195726.1778,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7038994, -74.0103989)"
920,MN,Free,Manhattan Down Alliance,28,"95 Pearl Street, New York, NY 10004, USA",40.7043991,-74.0101013,981449.2881,195908.2237,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7043991, -74.0101013)"
921,MN,Free,Manhattan Down Alliance,29,"54 Stone Street, New York, NY 10004, USA",40.7042999,-74.0102005,981421.7793,195872.0853,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7042999, -74.0102005)"
922,MN,Free,Manhattan Down Alliance,30,"74 Broadway, New York, NY 10006, USA",40.707901,-74.0121994,980867.7413,197184.1451,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.707901, -74.0121994)"
923,MN,Free,Manhattan Down Alliance,31,"111 Greenwich Street, New York, NY 10006, USA",40.7086983,-74.0130997,980618.1782,197474.6615,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7086983, -74.0130997)"
924,MN,Free,Manhattan Down Alliance,32,"250 Greenwich Street, New York, NY 10007, USA",40.7130013,-74.0118027,980977.9757,199042.3238,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7130013, -74.0118027)"
925,MN,Free,Manhattan Down Alliance,33,"250 Greenwich Street, New York, NY 10007, USA",40.7132988,-74.0118027,980977.9905,199150.712,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7132988, -74.0118027)"
926,MN,Free,Manhattan Down Alliance,34,"75 Broadway, New York, NY 10006, USA",40.7081985,-74.0121002,980895.259,197292.5297,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7081985, -74.0121002)"
927,MN,Free,Manhattan Down Alliance,35,"75 Broadway, New York, NY 10006, USA",40.7080994,-74.0119019,980950.2323,197256.4169,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7080994, -74.0119019)"
928,MN,Free,Manhattan Down Alliance,36,"74 Broadway, New York, NY 10006, USA",40.7080002,-74.0118027,980977.7303,197220.2716,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,"(40.7080002, -74.0118027)"
1790,MN,Free,CBS Outdoor LLC,Public Pay Telephone,115  4 AVENUE,40.73291929,-73.98998354,987026,206298.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.73291929, -73.98998354)"
1791,MN,Free,CBS Outdoor LLC,Public Pay Telephone,126  EAST 39 STREET,40.74968802,-73.97781099,990398.0002,212409.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74968802, -73.97781099)"
1792,MN,Free,CBS Outdoor LLC,Public Pay Telephone,451  3 AVENUE,40.74391337,-73.97943328,989949.0001,210305,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74391337, -73.97943328)"
1793,MN,Free,CBS Outdoor LLC,Public Pay Telephone,824  BROADWAY,40.73310054,-73.99112733,986709,206365,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.73310054, -73.99112733)"
1794,MN,Free,CBS Outdoor LLC,Public Pay Telephone,45  3 AVENUE,40.73063008,-73.98910351,987269.9999,205464.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.73063008, -73.98910351)"
1795,QU,Free,CBS Outdoor LLC,Public Pay Telephone,30-94  STEINWAY STREET,40.76201128,-73.91654119,1007370,216909,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.76201128, -73.91654119)"
947,MN,Free,"TITAN OUTDOOR COMMUNICATIONS, INC.",Public Pay Telephone,1609 BROADWAY,40.76060772,-73.98456117,988527,216387,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.76060772, -73.98456117)"
950,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,62 9 AVENUE,40.74150521,-74.00494753,982879.0001,209427.0002,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74150521, -74.00494753)"
952,BK,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,304 5 AVENUE,40.67349152,-73.98271754,989043.9999,184647.9998,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi,,"(40.67349152, -73.98271754)"
956,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,2061 BROADWAY,40.77818742,-73.98211266,989203.9999,222792,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.77818742, -73.98211266)"
1796,BK,Free,CBS Outdoor LLC,Public Pay Telephone,398  PEARL STREET,40.69198923,-73.98821192,987519,191387.0002,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi,,"(40.69198923, -73.98821192)"
1797,BK,Free,CBS Outdoor LLC,Public Pay Telephone,458  ALBEE SQUARE,40.69031709,-73.98350288,988825,190778.0001,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi,,"(40.69031709, -73.98350288)"
1798,BK,Free,CBS Outdoor LLC,Public Pay Telephone,1  GALLATIN PLACE,40.69095702,-73.98654976,987980.0001,191010.9999,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi,,"(40.69095702, -73.98654976)"
1799,MN,Free,CBS Outdoor LLC,Public Pay Telephone,175  2 AVENUE,40.73047883,-73.98631447,988042.9999,205410,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.73047883, -73.98631447)"
1800,MN,Free,CBS Outdoor LLC,Public Pay Telephone,192  2 AVENUE,40.73111006,-73.98583085,988177,205639.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.73111006, -73.98583085)"
1801,QU,Free,CBS Outdoor LLC,Public Pay Telephone,42-20  BROADWAY,40.75810597,-73.91717776,1007195,215485.9999,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.75810597, -73.91717776)"
1802,QU,Free,CBS Outdoor LLC,Public Pay Telephone,44-18  BROADWAY,40.75736099,-73.91559048,1007635,215215.0001,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.75736099, -73.91559048)"
1803,BK,Free,CBS Outdoor LLC,Public Pay Telephone,7911  5 AVENUE,40.62634869,-74.02390961,977613.0001,167473.0001,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi,,"(40.62634869, -74.02390961)"
1804,QU,Free,CBS Outdoor LLC,Public Pay Telephone,84-54  63 ROAD,40.72361481,-73.8691981,1020506,202936,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.72361481, -73.8691981)"
957,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,711 6 AVENUE,40.74280336,-73.99288712,986221,209899.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74280336, -73.99288712)"
958,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,80 1 AVENUE,40.72561791,-73.98671233,987932.9998,203638.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.72561791, -73.98671233)"
959,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,1260 BROADWAY,40.74839951,-73.9881442,987535,211939.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74839951, -73.9881442)"
964,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,43 AVENUE C,40.72200765,-73.98037803,989688.9999,202323.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.72200765, -73.98037803)"
965,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,69 5 AVENUE,40.73610346,-73.99353374,986042,207459.0002,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.73610346, -73.99353374)"
966,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,460 PARK AVENUE SOUTH,40.74509142,-73.98280363,989015,210733.9998,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74509142, -73.98280363)"
967,BX,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,985 BRUCKNER BOULEVARD,40.8199205,-73.89123208,1014355,238015.0001,Payphone,Outdoor Installation,Bronx,NYC Free WiFi,,"(40.8199205, -73.89123208)"
1805,MN,Free,CBS Outdoor LLC,Public Pay Telephone,2279  3 AVENUE,40.80287111,-73.93640667,1001856,231791.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.80287111, -73.93640667)"
1806,QU,Free,CBS Outdoor LLC,Public Pay Telephone,189-16  HILLSIDE AVENUE,40.71546616,-73.77253132,1047308,200021.9999,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.71546616, -73.77253132)"
1807,MN,Free,CBS Outdoor LLC,Public Pay Telephone,201  EAST 39 STREET,40.74881751,-73.97569996,990983,212092.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74881751, -73.97569996)"
1808,MN,Free,CBS Outdoor LLC,Public Pay Telephone,424  WEST BROADWAY,40.72514108,-74.00144673,983849.0001,203464.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.72514108, -74.00144673)"
968,BX,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,931 WESTCHESTER AVENUE,40.82186665,-73.89737833,1012653,238722,Payphone,Outdoor Installation,Bronx,NYC Free WiFi,,"(40.82186665, -73.89737833)"
969,BX,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,850 LONGWOOD AVENUE,40.81939993,-73.901425,1011534,237822.0001,Payphone,Outdoor Installation,Bronx,NYC Free WiFi,,"(40.81939993, -73.901425)"
971,BK,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,378 MYRTLE AVENUE,40.69317195,-73.97109003,992267,191818.9999,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi,,"(40.69317195, -73.97109003)"
972,MN,Free,"TITAN OUTDOOR COMMUNICATIONS, INC.",Public Pay Telephone,458 7 AVENUE,40.751515,-73.99025144,986951.0002,213074.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.751515, -73.99025144)"
973,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,4220 BROADWAY,40.84902381,-73.93696256,1001690,248605.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.84902381, -73.93696256)"
974,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,2878 BROADWAY,40.80535383,-73.96582174,993712.0001,232690.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.80535383, -73.96582174)"
975,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,1398 ST NICHOLAS AVENUE,40.84852828,-73.93429914,1002427,248425.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.84852828, -73.93429914)"
976,QU,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,90-13 ROOSEVELT AVENUE,40.74846248,-73.87609679,1018581,211986,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.74846248, -73.87609679)"
977,QU,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,103-02 ROOSEVELT AVENUE,40.74950947,-73.86266163,1022303,212372.9998,Payphone,Outdoor Installation,Queens,NYC Free WiFi,,"(40.74950947, -73.86266163)"
978,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,1741 BROADWAY,40.76518559,-73.98208727,989211.9999,218055,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.76518559, -73.98208727)"
1809,MN,Free,CBS Outdoor LLC,Public Pay Telephone,8  THOMPSON STREET,40.72229193,-74.00481983,982914,202427.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.72229193, -74.00481983)"
979,MN,Free,"TITAN OUTDOOR COMMUNICATIONS, INC.",Public Pay Telephone,410 MADISON AVENUE,40.75651396,-73.97658149,990738.0001,214896,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.75651396, -73.97658149)"
981,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,112 WEST 67 STREET,40.77456434,-73.98194033,989252.0002,221472,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.77456434, -73.98194033)"
1012,MN,Free,Transit Wireless,5th Avenue - 7,5th Avenue and East 42 Street,40.753827,-73.981967,989246.1681,213916.7008,Subway Station,SN 466,New York,TransitWirelessWiFi,,"(40.753827, -73.981967)"
1013,MN,Free,Transit Wireless,66th Street Ã¢ÂÂ (Lincoln Center) - 1,66th St. Ã¢ÂÂ Broadway (Lincoln Center),40.77344,-73.982209,989177.6689,221062.3486,Subway Station,SN 314,New York,TransitWirelessWiFi,,"(40.77344, -73.982209)"
1014,MN,Free,Transit Wireless,"72nd St. Ã¢ÂÂ Broadway - 1, 2, 3",72nd Street - Broadway,40.778453,-73.98197,989243.49,222888.7665,Subway Station,SN 313,New York,TransitWirelessWiFi,,"(40.778453, -73.98197)"
1015,MN,Free,Transit Wireless,"72nd Street - Central Park West - B, C",72nd Street - Central Park West,40.775594,-73.976417,990781.6989,221847.5019,Subway Station,SN 160,New York,TransitWirelessWiFi,,"(40.775594, -73.976417)"
1016,MN,Free,Transit Wireless,79th Street - 1,79th Street - Broadway,40.783934,-73.979917,989811.6198,224885.8042,Subway Station,SN 312,New York,TransitWirelessWiFi,,"(40.783934, -73.979917)"
1017,MN,Free,Transit Wireless,"7th Avenue - B, D, E",7th Avenue - 53rd Street,40.762862,-73.981637,989336.9068,217208.4652,Subway Station,SN 277,New York,TransitWirelessWiFi,,"(40.762862, -73.981637)"
1018,MN,Free,Transit Wireless,8 Avenue - L,8 Avenue and West 14th Street,40.739777,-74.002578,983535.5966,208797.3315,Subway Station,SN 115,New York,TransitWirelessWiFi,,"(40.739777, -74.002578)"
1019,MN,Free,Transit Wireless,"81st Street - Museum of Natural History - B, C",81st Street - Museum of Natural History,40.781433,-73.972143,991964.7769,223975.1942,Subway Station,SN 159,New York,TransitWirelessWiFi,,"(40.781433, -73.972143)"
1810,MN,Free,CBS Outdoor LLC,Public Pay Telephone,144  BLEECKER STREET,40.72815483,-73.99915213,984484.9998,204563,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.72815483, -73.99915213)"
1811,MN,Free,CBS Outdoor LLC,Public Pay Telephone,836  6 AVENUE,40.74674735,-73.98999229,987023,211336.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74674735, -73.98999229)"
1812,MN,Free,CBS Outdoor LLC,Public Pay Telephone,223  8 AVENUE,40.74425006,-73.99926019,984454.9999,210427.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.74425006, -73.99926019)"
1813,MN,Free,CBS Outdoor LLC,Public Pay Telephone,6  ST MARKS PLACE,40.72932361,-73.98938876,987191,204988.9998,Payphone,Outdoor Installation,New York,NYC Free WiFi,,"(40.72932361, -73.98938876)"
1020,MN,Free,Transit Wireless,86th Street - 1,86th Street - Broadway,40.788644,-73.976218,990835.5245,226602.0747,Subway Station,SN 311,New York,TransitWirelessWiFi,,"(40.788644, -73.976218)"
1021,MN,Free,Transit Wireless,"86th Street - Central Park West - B, C",86th Street - Central Park West,40.785868,-73.968916,992857.8958,225591.3163,Subway Station,SN 158,New York,TransitWirelessWiFi,,"(40.785868, -73.968916)"
1022,MN,Free,Transit Wireless,"96th Street - Central Park West - B, C",96th Street - Central Park West,40.791644,-73.964694,994026.2193,227696.1542,Subway Station,SN 157,New York,TransitWirelessWiFi,,"(40.791644, -73.964694)"
1023,MN,Free,Transit Wireless,"96th Street - Broadway - 1, 2, 3",96th Street - Broadway,40.793919,-73.972323,991913.4899,228524.2559,Subway Station,SN 310,New York,TransitWirelessWiFi,,"(40.793919, -73.972323)"
1024,MN,Free,Transit Wireless,Grand Central - 7,Lexington Avenue and East 42 Street,40.75143,-73.97604,990888.5235,213043.7895,Subway Station,SN 465,New York,TransitWirelessWiFi,,"(40.75143, -73.97604)"
1025,MN,Free,Transit Wireless,"Grand Central - 4, 5, 6",Lexington Avenue and East 42 Street,40.75177,-73.976862,990660.7418,213167.6013,Subway Station,SN 402,New York,TransitWirelessWiFi,,"(40.75177, -73.976862)"
1026,MN,Free,Transit Wireless,Grand Central Shuttle  - S,Times Square - 42nd Street,40.752769,-73.979189,990015.9238,213531.4076,Subway Station,SN 468,New York,TransitWirelessWiFi,,"(40.752769, -73.979189)"
1027,MN,Free,Transit Wireless,Times Square - 7,Times Square - 42nd Street,40.755477,-73.987716,987653.2832,214517.5736,Subway Station,SN 467,New York,TransitWirelessWiFi,,"(40.755477, -73.987716)"
1028,MN,Free,Transit Wireless,"Times Square - N, Q, R",Times Square - 42nd Street,40.754669,-73.986754,987919.8499,214223.2317,Subway Station,SN 11,New York,TransitWirelessWiFi,,"(40.754669, -73.986754)"
